name,x,y,z,classification
Point #0,85422.47730636595,438095.0374560547,1.334434127808,nochange
Point #3,85386.42030334471,438080.7934375,0.911434268951,nochange
Point #4,85373.70230865479,438091.0934863282,1.2634340286249999,change
Point #5,85398.0753097534,438082.3244433594,1.0424343109129999,nochange
Point #7,85421.52230834962,438103.2184863282,1.028434371948,nochange
Point #8,85422.51330566406,438108.05051757814,-1.115565681458,removed
Point #9,85427.41630554198,438109.1545214845,-1.211565876007,nochange
Point #10,85423.39530563353,438084.84250976564,0.884434318542,nochange
Point #11,85430.10330581666,438082.8384814452,-0.870565795898,nochange
Point #13,85430.59830474852,438096.0915332032,3.443434333801,nochange
Point #16,85447.69030761719,438087.4184375,1.6894341468810001,change
Point #18,85446.57030487059,438078.6584277344,0.12143430709799999,color_change
Point #20,85429.22130584718,438118.30552246096,0.847434139252,nochange
Point #21,85455.88830566406,438092.68442871096,0.152434444427,change
Point #22,85464.84330558777,438099.2564501952,0.015434360504,nochange
Point #24,85405.13830566406,438092.9524951172,-0.134565734863,change
Point #25,85463.06530570984,438117.0694384766,0.22043428421,change
Point #26,85413.77880859374,438084.112163086,-1.2914976120000001,nochange
