name,x,y,z,classification
Point #0,84936.3902734375,436378.6940820313,1.152427306175,nochange
Point #1,84942.74720703125,436303.6630761719,2.256427349299,nochange
Point #2,84942.50721679686,436297.05809570313,1.4624273681639999,nochange
Point #3,84941.96424804686,436293.7919824217,2.662427356243,nochange
Point #4,84926.40931640628,436318.5400292969,0.85442732811,nochange
Point #6,84907.33424316406,436398.80296875,0.0054273509979999995,nochange
Point #7,84896.5582421875,436436.6171777344,-0.466572532654,removed
Point #8,84978.63429199219,436304.0031640625,10.344427337646,nochange
Point #9,84919.29005371095,436431.1457421875,0.405098428726,added
Point #10,84938.9760888672,436280.1276757813,1.5680984759330001,nochange
