name,x,y,z,classification
Point #0,87647.86909423827,438239.0496118164,0.556718459129,nochange
Point #1,87647.03108154298,438240.6066186524,0.585718383789,nochange
Point #2,87646.51209960938,438240.3096215821,0.5947184467319999,nochange
Point #3,87640.48408447267,438239.45165039046,0.7647184038160001,nochange
Point #4,87639.15107666014,438234.8765771485,0.507718434334,change
Point #5,87644.94111572267,438233.12059570313,1.396718432903,change
Point #6,87646.12611328125,438231.4306542969,1.2837183976170001,change
Point #7,87633.46607910158,438248.79662109376,0.610718359947,nochange
Point #8,87630.26710449219,438245.8575952149,0.643718471527,change
Point #9,87633.57209716798,438251.1886499024,0.439718475342,nochange
Point #10,87659.63313232423,438247.8226220703,0.7167184257510001,nochange
Point #11,87665.13209472656,438219.2066552735,1.0797184610369999,nochange
Point #12,87653.11909423827,438225.2526757813,0.80871843338,added
Point #13,87664.13410888673,438237.91161132796,0.5647184753419999,change
Point #15,87656.62812744139,438263.5716455078,0.9197183752060001,nochange
Point #17,87660.96412597656,438267.60564208985,0.9287184381479999,nochange
Point #18,87652.50813232423,438270.9896142578,0.657718410492,nochange
Point #21,87662.36512695311,438258.4386499024,0.37871836662299996,nochange
Point #23,87674.32673583983,438266.6771142578,0.445131649971,nochange
