name,x,y,z,classification
Point #0,86922.66724365234,435441.1535583495,4.239138641357,nochange
Point #1,86921.19522827148,435421.894555664,4.545138635635,nochange
Point #2,86924.35422485351,435427.2475524902,10.893138923645001,removed
Point #3,86937.31424682616,435426.93456420896,4.6021385574339995,nochange
Point #4,86933.8352429199,435425.96856079093,3.4281385326389997,removed
Point #5,86931.8192211914,435424.97356567375,3.337138571739,removed
Point #6,86932.00122802732,435422.7385498048,3.345138587952,removed
Point #7,86931.88123291015,435418.8445373535,3.3791385078430003,removed
Point #8,86924.73123901366,435400.89653930656,3.387138524055,removed
Point #9,86937.21387451171,435442.69375,5.867903270721,added
Point #10,86931.13989990234,435422.7767578125,5.176903285980001,added
Point #12,86924.27487915037,435409.8637634277,3.310903229713,added
