name,x,y,z,classification
Point #0,85478.84236574173,436281.94430996897,7.6210998058319985,change
Point #1,85478.37036561967,436279.0003099632,6.1210998654369995,removed
Point #2,85477.26136541367,436274.47630979534,6.182099854946,removed
Point #3,85494.1973657608,436275.33730985643,12.060099697113,removed
Point #4,85489.6483654976,436275.5133099747,6.593099868298,removed
Point #5,85469.8763656616,436235.42731048586,13.726099586487,nochange
Point #6,85495.36636543275,436247.335311432,6.930099821091,removed
Point #8,85450.7943649292,436241.4483103943,7.354099845886,removed
Point #9,85482.79736563562,436303.8533091736,5.400099879503,removed
Point #10,85468.80236530304,436306.57631065365,8.428099966049,nochange
Point #11,85529.76336669923,436289.83530952455,9.206099843979,change
