name,x,y,z,classification
Point #0,87021.30041503905,436447.6630664063,1.906816339493,nochange
Point #1,87020.68542480467,436446.55005981453,2.52181634903,color_change
Point #2,87029.92236328125,436447.1230731201,4.46081635952,nochange
Point #3,87015.82836914062,436457.50905944826,3.392816400528,nochange
Point #4,87021.58935546875,436473.55607177736,11.075816249847,nochange
Point #5,87035.60742187501,436453.8870654297,3.7758162975309997,nochange
Point #9,87031.78747558595,436431.917064209,3.2328163146969997,nochange
Point #10,87024.45739746092,436425.6720690919,3.1078163146969997,color_change
Point #13,87002.35437011719,436424.3570666504,2.865816450119,removed
Point #14,87013.53747558595,436415.69005920406,3.6588163137440004,nochange
Point #15,86993.49340820311,436468.6360736084,4.2588163375849994,nochange
