name,x,y,z,classification
Point #1,87129.83636718747,436578.08330139157,4.7971123886110005,color_change
Point #2,87125.05023437501,436567.94630798337,2.38111240983,nochange
Point #4,87120.04925781251,436546.43831237796,5.781112356186,nochange
Point #5,87150.60736328125,436563.7423132325,3.129112405777,color_change
Point #6,87151.93329101561,436564.55630859383,2.6391123962400003,nochange
Point #7,87143.90228515626,436557.8663061524,2.339112414122,nochange
Point #8,87156.8402734375,436580.5843084717,7.782112522125,nochange
Point #9,87127.73529296872,436575.68930419907,2.7401124072070004,nochange
Point #10,87112.28631835937,436554.4483068848,2.593112392426,nochange
Point #11,87152.85516601561,436592.8403051758,2.159112406969,removed
Point #15,87198.71429687501,436611.2063024903,5.45111243248,nochange
Point #17,87195.30829101561,436609.893314209,3.9271125030519998,nochange
